InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV4830,SKU44815,Shoes,19,2025-01-07,51.77,1082,United Kingdom
INV7790,SKU16094,Scarf,38,2025-01-10,14.33,1063,United Kingdom
INV5780,SKU91830,Camera,9,2025-01-11,23.04,1032,United Kingdom
INV2838,SKU59049,Tablet,29,2025-01-12,7.71,1064,United Kingdom
INV2188,SKU11220,Car Accessory,14,2025-01-12,27.25,1044,EIRE
INV9037,SKU96517,Maintenance Item,11,2025-01-12,6.52,1033,Belgium
INV2966,SKU25286,Jeans,43,2025-01-15,23.27,1075,Italy
INV4259,SKU85609,Garden Tool,44,2025-01-16,49.26,1094,Germany
INV7590,SKU20803,Garden Tool,6,2025-01-17,92.17,1019,Belgium
INV8362,SKU93109,Action Figure,25,2025-01-17,61.6,1020,United Kingdom
INV5423,SKU91631,Furniture,7,2025-01-17,72.16,1015,United Kingdom
INV4206,SKU12955,Scarf,6,2025-01-18,40.05,1062,United Kingdom
INV4613,SKU22661,Decor,27,2025-01-18,11.66,1041,United Kingdom
INV8934,SKU66524,Tablet,43,2025-01-19,131.61,1032,United Kingdom
INV9294,SKU23954,Jacket,8,2025-01-19,95.71,1068,Italy
INV9121,SKU85846,Fiction Novel,32,2025-01-19,36.05,1086,Switzerland
INV6832,SKU16385,Textbook,5,2025-01-20,12.4,1097,United Kingdom
INV6572,SKU73369,Textbook,7,2025-01-22,24.91,1092,United Kingdom
INV7199,SKU38913,Fiction Novel,16,2025-01-23,57.9,1088,Spain
INV5896,SKU20348,Hair Product,-2,2025-01-23,80.24,1086,France
INV3893,SKU65249,Tool Kit,41,2025-01-23,53.86,1040,Spain
INV1090,SKU23970,Foundation,45,2025-01-24,46.99,1071,United Kingdom
INV8692,SKU50458,Puzzle,1,2025-01-24,59.06,1086,United Kingdom
INV7622,SKU77449,Cable,13,2025-01-24,97.0,1080,United Kingdom
INV8052,SKU23886,Laptop,33,2025-01-25,142.37,1028,Belgium
INV1742,SKU15100,Decor,31,2025-01-25,46.24,1077,France
INV3321,SKU55656,Textbook,14,2025-01-27,26.26,1056,Switzerland
INV5521,SKU24683,Furniture,14,2025-01-27,95.26,1002,United Kingdom
INV6866,SKU19552,Car Toy,12,2025-01-27,7.75,1064,United Kingdom
INV2741,SKU75239,Water Bottle,17,2025-01-29,97.34,1045,Spain
INV3101,SKU18526,Garden Tool,15,2025-01-29,73.16,1035,United Kingdom
INV7476,SKU95491,Water Bottle,48,2025-01-30,25.38,1009,United Kingdom
INV9652,SKU99663,Cable,44,2025-01-30,159.44,1046,Portugal
INV3270,SKU86156,Tennis Racket,46,2025-01-30,91.05,1055,France
INV7131,SKU75350,Tool Kit,24,2025-02-01,69.76,1091,Switzerland
INV3937,SKU24026,Dress,40,2025-02-02,25.99,1045,United Kingdom
INV9189,SKU66873,Car Toy,7,2025-02-03,92.0,1029,United Kingdom
INV4425,SKU90223,Laptop,41,2025-02-04,219.73,1088,Spain
INV7237,SKU76655,Shoes,39,2025-02-07,9.71,1025,Switzerland
INV3900,SKU87441,Maintenance Item,41,2025-02-09,31.66,1044,EIRE
INV4813,SKU30922,Sweater,18,2025-02-09,81.81,1094,United Kingdom
INV6826,SKU50952,Board Game,43,2025-02-09,8.78,1096,Italy
INV5676,SKU94659,Laptop,15,2025-02-10,205.75,1004,France
INV1257,SKU10866,Lipstick,-12,2025-02-11,97.77,1002,Belgium
INV4727,SKU82561,Charger,27,2025-02-11,200.47,1073,Switzerland
INV8711,SKU61820,Puzzle,12,2025-02-12,81.34,1013,Switzerland
INV8517,SKU28726,Non-Fiction,36,2025-02-14,16.0,1074,United Kingdom
INV6463,SKU28116,Running Shoes,32,2025-02-14,53.84,1068,EIRE
INV9317,SKU89818,Tennis Racket,11,2025-02-15,95.4,1067,Italy
INV2097,SKU83499,Tennis Racket,16,2025-02-15,12.24,1061,Italy
INV2160,SKU77391,Yoga Mat,14,2025-02-15,14.1,1073,EIRE
INV7266,SKU68790,Perfume,43,2025-02-15,14.17,1044,United Kingdom
INV3627,SKU19027,Furniture,17,2025-02-17,37.34,1000,Portugal
INV6199,SKU60070,Fiction Novel,7,2025-02-17,6.57,1032,France
INV1462,SKU56095,Kitchen Item,32,2025-02-18,31.6,1062,United Kingdom
INV9369,SKU24838,Jacket,24,2025-02-18,82.44,1005,Switzerland
INV5959,SKU99592,Non-Fiction,9,2025-02-19,27.79,1038,United Kingdom
INV8790,SKU45532,Laptop,18,2025-02-19,87.98,1040,United Kingdom
INV5528,SKU39850,Jeans,3,2025-02-22,20.83,1025,Spain
INV3236,SKU52875,Maintenance Item,6,2025-02-24,66.05,1091,France
INV9814,SKU37770,Water Bottle,17,2025-02-24,48.82,1093,United Kingdom
INV4189,SKU57516,Fiction Novel,29,2025-02-26,22.8,1087,France
INV7744,SKU74942,Cookbook,49,2025-02-26,1.59,1032,United Kingdom
INV6882,SKU46358,Decor,5,2025-02-26,26.24,1048,France
INV4296,SKU46913,Fiction Novel,33,2025-02-26,10.02,1087,United Kingdom
INV4728,SKU39743,Running Shoes,38,2025-02-28,76.0,1092,Netherlands
INV8397,SKU93755,Fiction Novel,44,2025-03-01,13.26,1077,France
INV5905,SKU96951,Dress,7,2025-03-01,16.39,1036,Netherlands
INV9810,SKU48258,Sweater,27,2025-03-01,13.0,1047,United Kingdom
INV6464,SKU41925,Kitchen Item,49,2025-03-02,21.51,1027,EIRE
INV9308,SKU50538,Mascara,19,2025-03-02,13.6,1053,Belgium
INV3332,SKU58929,Plant Pot,28,2025-03-03,45.72,1000,Italy
INV3485,SKU29555,Fiction Novel,8,2025-03-06,46.25,1079,United Kingdom
INV3949,SKU75521,Jacket,1,2025-03-06,24.33,1015,Germany
INV7311,SKU11617,Magazine,6,2025-03-07,71.5,1073,Belgium
INV2678,SKU38557,Kitchen Item,13,2025-03-07,61.73,1067,Portugal
INV4396,SKU90649,Perfume,-9,2025-03-08,80.8,1027,United Kingdom
INV6862,SKU37535,Gym Bag,50,2025-03-08,88.53,1052,France
INV7022,SKU25058,Comic Book,28,2025-03-09,69.13,1078,Portugal
INV1488,SKU22280,Tennis Racket,2,2025-03-09,20.68,1083,Belgium
INV3913,SKU76046,Building Blocks,23,2025-03-10,48.56,1073,Belgium
INV2043,SKU54267,Lipstick,8,2025-03-10,23.19,1033,Netherlands
INV2791,SKU42536,Board Game,3,2025-03-11,98.38,1086,Netherlands
INV7090,SKU64046,Hair Product,16,2025-03-11,55.02,1048,Spain
INV6362,SKU21322,Car Accessory,19,2025-03-12,78.67,1094,Switzerland
INV2415,SKU89257,Furniture,42,2025-03-14,80.52,1023,France
INV5544,SKU84593,Tool Kit,43,2025-03-14,67.55,1077,Germany
INV7350,SKU41340,Water Bottle,10,2025-03-15,63.15,1063,United Kingdom
INV8432,SKU54681,Garden Tool,21,2025-03-16,60.03,1006,United Kingdom
INV5022,SKU21359,Magazine,30,2025-03-18,30.07,1003,Netherlands
INV3719,SKU90760,Plant Pot,4,2025-03-18,35.73,1035,France
INV2486,SKU12087,Cleaning Product,30,2025-03-19,74.98,1003,Switzerland
INV4840,SKU61891,Yoga Mat,25,2025-03-20,16.56,1047,United Kingdom
INV6022,SKU87178,Car Accessory,45,2025-03-20,86.67,1070,United Kingdom
INV7305,SKU48517,Gym Bag,34,2025-03-20,78.7,1091,France
INV6553,SKU40945,Yoga Mat,43,2025-03-21,67.57,1091,United Kingdom
INV4292,SKU28202,Running Shoes,-3,2025-03-21,37.52,1070,United Kingdom
INV3641,SKU94837,Lipstick,9,2025-03-22,59.64,1017,United Kingdom
INV6427,SKU94835,Magazine,49,2025-03-22,46.9,1093,Switzerland
INV5225,SKU92312,Car Accessory,47,2025-03-24,2.74,1033,United Kingdom
INV5925,SKU16051,Cookbook,9,2025-03-25,22.62,1045,Portugal
INV6531,SKU83874,Smartphone,42,2025-03-25,49.4,1073,United Kingdom
INV6488,SKU66272,Comic Book,46,2025-03-25,34.6,1065,United Kingdom
INV9908,SKU63562,Non-Fiction,-20,2025-03-26,29.52,1048,Netherlands
INV1436,SKU88238,Cleaning Product,50,2025-03-27,58.19,1092,United Kingdom
INV4625,SKU29126,Camera,38,2025-03-28,140.43,1025,United Kingdom
INV2449,SKU42142,Car Accessory,35,2025-03-28,31.94,1006,Portugal
INV8973,SKU30289,Yoga Mat,4,2025-03-28,73.84,1007,United Kingdom
INV6364,SKU74788,Laptop,9,2025-03-29,221.91,1000,France
INV4196,SKU81828,Lipstick,49,2025-03-29,86.72,1006,Spain
INV2106,SKU55193,Gym Bag,7,2025-03-30,73.78,1042,United Kingdom
INV1665,SKU66165,Comic Book,11,2025-04-02,25.67,1059,France
INV7867,SKU65799,Hair Product,21,2025-04-05,3.3,1004,France
INV5314,SKU85842,Furniture,24,2025-04-05,65.68,1009,Belgium
INV6343,SKU46202,Car Accessory,40,2025-04-05,52.73,1053,United Kingdom
INV5398,SKU59436,Laptop,49,2025-04-05,170.01,1061,United Kingdom
INV2425,SKU67549,Sweater,48,2025-04-06,69.22,1090,Belgium
INV4763,SKU21334,Skincare,14,2025-04-09,47.88,1059,United Kingdom
INV8014,SKU42329,Yoga Mat,15,2025-04-09,94.68,1073,Belgium
INV2565,SKU76247,Decor,5,2025-04-10,57.21,1055,France
INV8175,SKU34833,Lamp,47,2025-04-11,24.61,1049,United Kingdom
INV2862,SKU18330,Maintenance Item,33,2025-04-11,11.8,1064,United Kingdom
INV7868,SKU90599,Tablet,7,2025-04-12,10.36,1090,EIRE
INV2988,SKU69829,Furniture,36,2025-04-13,32.41,1096,Italy
INV8161,SKU40427,Shoes,40,2025-04-13,40.27,1099,United Kingdom
INV7147,SKU92118,Kitchen Item,12,2025-04-13,12.57,1096,United Kingdom
INV2069,SKU15992,Textbook,34,2025-04-14,27.33,1087,Netherlands
INV7284,SKU17051,Hat,46,2025-04-14,89.24,1080,Switzerland
INV6453,SKU40781,Cleaning Product,43,2025-04-16,71.25,1005,United Kingdom
INV5009,SKU13728,Jacket,5,2025-04-17,74.81,1074,Belgium
INV7045,SKU15759,Sweater,50,2025-04-17,50.46,1013,Italy
INV1062,SKU66047,Jacket,41,2025-04-18,48.55,1012,United Kingdom
INV1764,SKU83010,Non-Fiction,33,2025-04-22,43.95,1056,Germany
INV2674,SKU22156,Lipstick,23,2025-04-22,27.19,1005,Portugal
INV4726,SKU64700,Water Bottle,20,2025-04-23,33.6,1069,United Kingdom
INV1865,SKU18942,Car Accessory,25,2025-04-23,68.24,1019,United Kingdom
INV6426,SKU57260,Building Blocks,34,2025-04-23,37.79,1083,United Kingdom
INV7233,SKU70771,Magazine,36,2025-04-24,22.68,1091,France
INV7366,SKU96235,Cleaning Product,-13,2025-04-24,72.07,1001,EIRE
INV3589,SKU67619,Perfume,22,2025-04-25,15.22,1091,United Kingdom
INV2189,SKU56884,Jacket,20,2025-04-25,9.56,1097,Belgium
INV6323,SKU69971,Running Shoes,3,2025-04-26,73.8,1048,Belgium
INV2696,SKU60778,Car Toy,27,2025-04-27,91.68,1097,United Kingdom
INV5380,SKU16929,Building Blocks,44,2025-04-27,42.41,1058,United Kingdom
INV5336,SKU33321,Car Accessory,13,2025-04-28,39.87,1082,France
INV3181,SKU94092,Lamp,1,2025-04-28,65.35,1056,United Kingdom
INV6664,SKU96993,Foundation,36,2025-05-01,6.4,1082,Portugal
INV5061,SKU28465,T-Shirt,25,2025-05-04,42.4,1020,Italy
INV7866,SKU86983,Furniture,32,2025-05-04,41.4,1035,United Kingdom
INV8794,SKU71263,Car Toy,22,2025-05-04,30.66,1042,United Kingdom
INV1654,SKU30146,Car Toy,41,2025-05-04,84.47,1038,Italy
INV6916,SKU42990,Gym Bag,39,2025-05-05,20.36,1013,United Kingdom
INV3474,SKU11198,Water Bottle,4,2025-05-06,64.14,1078,Switzerland
INV5743,SKU25096,Lipstick,11,2025-05-06,46.55,1088,Germany
INV4669,SKU97797,Car Toy,45,2025-05-07,10.43,1084,Switzerland
INV1775,SKU29443,Puzzle,11,2025-05-07,92.49,1091,France
INV2506,SKU78354,Foundation,26,2025-05-07,6.54,1050,United Kingdom
INV3733,SKU74178,Non-Fiction,29,2025-05-08,3.02,1001,EIRE
INV1173,SKU69429,Perfume,40,2025-05-08,11.03,1083,United Kingdom
INV3064,SKU93540,Textbook,47,2025-05-09,18.98,1005,United Kingdom
INV7829,SKU98225,Doll,11,2025-05-10,21.51,1088,Switzerland
INV1396,SKU49953,Garden Tool,29,2025-05-12,15.44,1005,EIRE
INV7313,SKU34832,Water Bottle,37,2025-05-14,94.8,1071,Belgium
INV1324,SKU46848,Board Game,40,2025-05-14,31.01,1091,United Kingdom
INV1256,SKU80436,Hat,17,2025-05-15,63.8,1070,United Kingdom
INV8448,SKU24160,Jacket,15,2025-05-17,94.3,1003,United Kingdom
INV7294,SKU96603,Yoga Mat,7,2025-05-19,69.2,1062,United Kingdom
INV9966,SKU43126,Tool Kit,44,2025-05-19,1.92,1053,Portugal
INV2734,SKU90028,T-Shirt,11,2025-05-19,12.69,1026,France
INV5312,SKU92132,Jeans,33,2025-05-20,4.09,1074,Italy
INV3703,SKU67496,Water Bottle,-17,2025-05-21,61.63,1099,United Kingdom
INV8489,SKU18232,Scarf,2,2025-05-21,52.02,1030,Spain
INV5708,SKU39817,Hat,49,2025-05-22,70.69,1012,Spain
INV8615,SKU82498,Lipstick,27,2025-05-22,24.14,1002,United Kingdom
INV3271,SKU63131,Garden Tool,46,2025-05-22,1.14,1080,United Kingdom
INV2324,SKU73908,Building Blocks,21,2025-05-23,6.74,1057,United Kingdom
INV9618,SKU81313,Charger,3,2025-05-24,80.96,1095,United Kingdom
INV4678,SKU13517,Headphones,41,2025-05-25,118.53,1036,Switzerland
INV9125,SKU64125,Foundation,47,2025-05-26,17.56,1073,Netherlands
INV1755,SKU23513,Fiction Novel,20,2025-05-28,41.13,1024,United Kingdom
INV4889,SKU76467,Charger,13,2025-05-29,243.53,1043,United Kingdom
INV1519,SKU47629,Foundation,50,2025-05-30,97.85,1082,Netherlands
INV4446,SKU31001,Cleaning Product,50,2025-06-02,41.22,1004,United Kingdom
INV2450,SKU31707,Camera,8,2025-06-02,100.84,1079,United Kingdom
INV3159,SKU22178,Car Accessory,44,2025-06-02,71.31,1059,EIRE
INV9870,SKU27305,Cleaning Product,48,2025-06-03,3.13,1024,United Kingdom
INV5106,SKU98835,Decor,41,2025-06-04,4.9,1056,United Kingdom
INV6220,SKU18444,Running Shoes,19,2025-06-04,16.9,1087,Belgium
INV4806,SKU78107,Doll,42,2025-06-04,78.9,1062,Portugal
INV5289,SKU40865,Tool Kit,44,2025-06-05,46.36,1001,Netherlands
INV4824,SKU44675,Running Shoes,15,2025-06-06,15.75,1034,Germany
INV9759,SKU54572,Scarf,19,2025-06-06,21.11,1070,United Kingdom
INV4626,SKU94889,Scarf,20,2025-06-07,41.42,1017,United Kingdom
INV6918,SKU60868,Maintenance Item,3,2025-06-07,33.08,1090,Spain
INV7498,SKU41369,Puzzle,35,2025-06-07,36.57,1033,United Kingdom
INV7326,SKU20696,Board Game,-17,2025-06-08,34.19,1018,United Kingdom
INV5396,SKU86177,Hair Product,38,2025-06-08,4.62,1028,Switzerland
INV1715,SKU51704,Maintenance Item,43,2025-06-10,98.1,1063,France
INV5529,SKU93964,Puzzle,46,2025-06-10,30.58,1019,EIRE
INV8327,SKU51195,T-Shirt,14,2025-06-11,16.96,1071,United Kingdom
INV2684,SKU29194,Non-Fiction,10,2025-06-14,6.56,1080,Italy
INV3463,SKU53694,Dress,20,2025-06-14,70.15,1050,United Kingdom
INV4163,SKU14461,Laptop,39,2025-06-15,163.36,1076,Germany
INV4599,SKU87025,Car Toy,46,2025-06-15,47.38,1037,Belgium
INV9759,SKU93665,Cleaning Product,11,2025-06-16,87.77,1023,United Kingdom
INV4309,SKU30887,Non-Fiction,-12,2025-06-17,34.54,1005,Switzerland
INV6024,SKU85713,Building Blocks,9,2025-06-18,12.79,1029,France
INV4260,SKU19108,Mascara,19,2025-06-18,52.92,1058,United Kingdom
INV3299,SKU68487,Plant Pot,37,2025-06-18,87.35,1018,Switzerland
INV6224,SKU85690,Board Game,10,2025-06-19,52.6,1052,United Kingdom
INV3956,SKU81496,Textbook,21,2025-06-19,15.83,1091,Switzerland
INV5941,SKU99687,T-Shirt,28,2025-06-20,37.69,1064,United Kingdom
INV6613,SKU93252,Cookbook,16,2025-06-21,46.29,1058,Netherlands
INV9897,SKU80390,Lipstick,14,2025-06-22,33.86,1046,United Kingdom
INV9327,SKU86556,Tool Kit,31,2025-06-22,61.87,1021,Portugal
INV8032,SKU10205,Board Game,12,2025-06-23,67.15,1067,Germany
INV3604,SKU45916,Shoes,24,2025-06-23,90.48,1021,United Kingdom
INV3354,SKU90863,Textbook,45,2025-06-24,24.62,1041,United Kingdom
INV4595,SKU45774,Perfume,-10,2025-06-27,68.24,1051,Switzerland
INV2388,SKU50577,Hair Product,9,2025-06-29,70.58,1094,Portugal
INV5272,SKU36772,Board Game,9,2025-06-30,64.9,1058,United Kingdom
INV2489,SKU89194,Comic Book,42,2025-06-30,21.72,1006,Switzerland
INV1260,SKU27527,Cable,-20,2025-07-01,42.43,1089,Belgium
INV7488,SKU84569,Headphones,22,2025-07-01,107.12,1004,Switzerland
INV7655,SKU57619,Lamp,39,2025-07-07,78.35,1004,United Kingdom
INV6656,SKU69298,Car Accessory,35,2025-07-07,82.71,1037,Netherlands
INV9394,SKU24918,Doll,44,2025-07-07,59.72,1067,United Kingdom
INV4629,SKU93995,Mascara,9,2025-07-08,73.56,1061,Netherlands
INV6302,SKU48356,Comic Book,33,2025-07-08,30.05,1096,United Kingdom
INV3475,SKU33339,Skincare,12,2025-07-08,43.1,1085,Italy
INV7672,SKU48088,Foundation,31,2025-07-08,37.38,1001,Switzerland
INV4437,SKU39548,Puzzle,33,2025-07-09,42.87,1006,United Kingdom
INV7304,SKU60019,Cleaning Product,1,2025-07-09,72.35,1087,Spain
INV9734,SKU54869,Building Blocks,47,2025-07-10,64.69,1088,United Kingdom
INV8961,SKU72027,Car Toy,24,2025-07-11,89.13,1040,Netherlands
INV9740,SKU59113,Shoes,31,2025-07-12,25.39,1035,France
INV2778,SKU12170,Water Bottle,33,2025-07-13,42.56,1019,France
INV6772,SKU81567,Building Blocks,50,2025-07-14,47.0,1089,France
INV8573,SKU59735,Cookbook,15,2025-07-14,22.65,1007,United Kingdom
INV3601,SKU89129,Comic Book,46,2025-07-14,18.61,1018,Belgium
INV3539,SKU58679,Sweater,6,2025-07-15,62.25,1097,United Kingdom
INV7350,SKU78464,T-Shirt,3,2025-07-16,84.96,1011,United Kingdom
INV8775,SKU86923,Puzzle,17,2025-07-18,9.95,1003,United Kingdom
INV2976,SKU35242,Action Figure,49,2025-07-19,19.33,1027,Spain
INV5374,SKU31094,Cookbook,4,2025-07-20,31.62,1069,United Kingdom
INV2435,SKU26395,Lamp,2,2025-07-25,97.08,1003,United Kingdom
INV8849,SKU38047,Water Bottle,36,2025-07-25,27.89,1013,Italy
INV7502,SKU20357,Doll,16,2025-07-26,23.36,1087,Germany
INV2642,SKU38109,Mascara,40,2025-07-26,68.77,1006,United Kingdom
INV4390,SKU34125,Headphones,38,2025-07-26,5.43,1065,Portugal
INV2193,SKU69692,Hair Product,46,2025-07-26,39.01,1051,United Kingdom
INV4611,SKU68878,Fiction Novel,11,2025-07-27,18.8,1027,Netherlands
INV9980,SKU62322,Fiction Novel,28,2025-07-27,5.11,1071,United Kingdom
INV6454,SKU79588,Camera,18,2025-07-27,219.02,1026,Germany
INV4270,SKU21919,Charger,20,2025-07-29,117.66,1043,United Kingdom
INV5317,SKU42421,Foundation,7,2025-07-30,73.32,1078,United Kingdom
INV6638,SKU11035,Comic Book,10,2025-07-30,25.49,1069,Italy
INV4879,SKU48230,Textbook,26,2025-07-30,38.61,1057,United Kingdom
INV1947,SKU92786,Magazine,44,2025-07-30,25.23,1095,United Kingdom
INV1901,SKU50539,Lamp,-16,2025-07-31,2.12,1063,Portugal
INV9755,SKU76402,Skincare,-9,2025-07-31,89.65,1068,Germany
INV8856,SKU45877,Dress,42,2025-08-01,43.93,1073,United Kingdom
INV7912,SKU12859,Dress,48,2025-08-01,45.08,1062,Switzerland
INV9195,SKU35543,Doll,9,2025-08-01,67.79,1042,Portugal
INV9698,SKU55056,Hair Product,23,2025-08-01,45.92,1039,United Kingdom
INV3364,SKU76294,Furniture,9,2025-08-03,51.81,1067,United Kingdom
INV4384,SKU81110,Car Toy,10,2025-08-03,80.6,1073,United Kingdom
INV3143,SKU93507,Non-Fiction,36,2025-08-04,13.21,1009,France
INV9090,SKU57579,Camera,46,2025-08-05,92.15,1081,United Kingdom
INV7693,SKU69048,Cleaning Product,-11,2025-08-05,28.99,1058,United Kingdom
INV8978,SKU20580,Smartphone,6,2025-08-05,185.46,1053,Switzerland
INV5117,SKU36619,Tool Kit,46,2025-08-08,65.12,1096,Italy
INV6692,SKU18511,Textbook,46,2025-08-08,57.43,1046,Germany
INV3651,SKU28333,Building Blocks,23,2025-08-08,20.65,1024,United Kingdom
INV7290,SKU83607,Maintenance Item,27,2025-08-09,84.15,1062,United Kingdom
INV5589,SKU85564,Puzzle,12,2025-08-09,77.42,1033,Spain
INV5839,SKU42302,Jeans,25,2025-08-10,78.61,1019,Netherlands
INV6606,SKU81372,Tennis Racket,5,2025-08-10,57.84,1062,United Kingdom
INV1618,SKU60374,Skincare,19,2025-08-10,96.39,1007,France
INV7597,SKU72503,Garden Tool,-4,2025-08-12,16.39,1016,United Kingdom
